username,location,tweetcreatedts,retweetcount,text,hashtags
NickPap71945233,,2021-01-31 08:10:42,10,So this is how it’s going to be now and forever is it? ONE case and we lock cities down? It’s time for the @LiberalAus party to either honour its name or give up its name. We need REAL leadership not fearful overreacting. #COVID19 #COVID https://t.co/cheCCBqTGR,[]
TwinMomTravels,"Dubai, Delhi",2021-01-31 08:08:34,1,#COVID19 vaccine query: I have my second doze of the vaccine due in a week or so. Can we walk in for our second shot or do we need to take an appointment now? Also the appointment page either doesn’t work or shows appts weeks away! What to do? #CovidVaccine #Dubai #UAE #COVID,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'CovidVaccine', 'indices': [244, 257]}, {'text': 'Dubai', 'indices': [258, 264]}, {'text': 'UAE', 'indices': [265, 269]}, {'text': 'COVID', 'indices': [270, 276]}]"
cooper_grech,,2021-01-31 08:04:54,7,"WA people whinging about lockdown, spell me! Live in Melbourne with what we went through or USA for me now. You guys haven’t even worn a mask for the entire virus! 
#blessedlife #relax #COVID #SpellMe",[]
emma_maslen,"London, England",2021-01-31 08:00:20,0,"The change to working life will be a constant, at least for the next couple of years, until we can find a vaccine or some other solution, which will allow the free movement of people. #Covid #FlexibleWorking #Personal Development https://t.co/3cLUsqZRD3","[{'text': 'Covid', 'indices': [184, 190]}, {'text': 'FlexibleWorking', 'indices': [191, 207]}, {'text': 'Personal', 'indices': [208, 217]}]"
meetpie,United Kingdom,2021-01-31 08:00:00,0,"Is #hybrid here to stay - or just a #Covid-19 sticking plaster?
https://t.co/WMVncYMXPV","[{'text': 'hybrid', 'indices': [3, 10]}, {'text': 'Covid', 'indices': [36, 42]}]"
toomuchbrexit,,2021-01-31 07:57:14,0,@LORD_X_LORD @pwotg @grahambsi The UK government didn’t prevent 100K of its citizens dying from #COVID  or wrecking the economy by bad decision after bad decision.  We wouldn’t be so desperate to vaccinate if they hadn’t screwed up the response. If we hadn’t left there wouldn’t be a problem.,"[{'text': 'COVID', 'indices': [96, 102]}]"
ProfessorCorona,,2021-01-31 07:56:26,0,"The term ‘China-Virus’ is thankfully not widely used but why do we (media, scientists, public) still call it the UK, Brazil or South Africa mutants? 🤷‍♂️

Is is not even clear the #COVID variants truly have their origins in these countries!

STOP BLAMING! https://t.co/41Mob4hAlj","[{'text': 'COVID', 'indices': [180, 186]}]"
KPMidAtlantic,Mid-Atlantic States Region,2021-01-31 07:56:01,0,Seeing our healthcare and frontline workers in action this year has been nothing short of inspiring! Their unmatched dedication is something that we won't forget. Tag the healthcare or frontline worker in your life that you’d like to thank! https://t.co/TgeGsYdSXs #COVID https://t.co/CUHsX20Tdb,"[{'text': 'COVID', 'indices': [265, 271]}]"
graceinhim,"51.04959174979924, -114.029598",2021-01-31 07:53:58,21,"""If we could half our cases, reduce them by 50 per cent, every five or six days then in seven weeks we can get our case number of old variants to zero:"" Biologist says 7 week lockdown required to eliminate new #COVID-19 cases. #COVID-19AB #yyc #ab #COVID
https://t.co/3aWx11blWA",[]
OnlineCarney,Arklow Co Wicklow Ireland ,2021-01-31 07:53:15,0,The fitness of Ireland's Tom Brady is the difference between our Six Nations dreams being written by Walter Mitty or Walt Disney https://t.co/g4OgvXb1IG #COVID #StaySafe,"[{'text': 'COVID', 'indices': [153, 159]}, {'text': 'StaySafe', 'indices': [160, 169]}]"
LauriKeye,Australia,2021-01-31 07:50:04,10,So this is how it’s going to be now and forever is it? ONE case and we lock cities down? It’s time for the @LiberalAus party to either honour its name or give up its name. We need REAL leadership not fearful overreacting. #COVID19 #COVID https://t.co/cheCCBqTGR,[]
Kendrapara_AMO,"Cuttack, India",2021-01-31 07:45:02,4,"I urge upon Shri @PrakashJavdekar ji to kindly bring a policy or a scheme under which the Cinema Exhibitors are able to compensate their loss arising out of such unprecedented situations like #COVID. We mustn’t forget what a very famous legend said once, “THE SHOW MUST GO ON” 🃏",[]
AndyRepner,United Kingdom,2021-01-31 07:42:36,0,"Were EU guilty of starting the #Covid vaccines spat, or was it tit-for-tat? https://t.co/x8rnRou5QK","[{'text': 'Covid', 'indices': [31, 37]}]"
chardycatt,Victoria,2021-01-31 07:40:54,10,So this is how it’s going to be now and forever is it? ONE case and we lock cities down? It’s time for the @LiberalAus party to either honour its name or give up its name. We need REAL leadership not fearful overreacting. #COVID19 #COVID https://t.co/cheCCBqTGR,[]
TheAlexDocherty,"Melbourne, Australia",2021-01-31 07:40:48,7,"WA people whinging about lockdown, spell me! Live in Melbourne with what we went through or USA for me now. You guys haven’t even worn a mask for the entire virus! 
#blessedlife #relax #COVID #SpellMe",[]
nfarhahazman,Malaysia,2021-01-31 07:39:56,71,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
RajNgc,"Mumbai, India",2021-01-31 07:39:53,4,"I urge upon Shri @PrakashJavdekar ji to kindly bring a policy or a scheme under which the Cinema Exhibitors are able to compensate their loss arising out of such unprecedented situations like #COVID. We mustn’t forget what a very famous legend said once, “THE SHOW MUST GO ON” 🃏",[]
amobeirne,🇮🇪,2021-01-31 07:39:44,571,"Dr. Hooman Noorchashm says FDA, Pfizer + Moderna must consider danger #COVID #vaccines pose to recently convalescent or asymptomatic carriers of SARS-CoV-2—especially the elderly, frail or anyone with significant cardiovascular risk factors. #TheDefender 

https://t.co/EBm9SF1K0f","[{'text': 'COVID', 'indices': [91, 97]}, {'text': 'vaccines', 'indices': [98, 107]}]"
moriawaffen,,2021-01-31 07:38:12,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
AnubhavMohanty_,Odisha,2021-01-31 07:37:43,4,"I urge upon Shri @PrakashJavdekar ji to kindly bring a policy or a scheme under which the Cinema Exhibitors are able to compensate their loss arising out of such unprecedented situations like #COVID. We mustn’t forget what a very famous legend said once, “THE SHOW MUST GO ON” 🃏",[]
AnubhavMohanty_,Odisha,2021-01-31 07:36:57,4,"I urge upon Shri @PrakashJavdekar ji to kindly bring a policy or a scheme under which the Cinema Exhibitors are able to compensate their loss arising out of such unprecedented situations like #COVID. We mustn’t forget what a very famous legend said once, “THE SHOW MUST GO ON” 🃏","[{'text': 'COVID', 'indices': [192, 198]}]"
schraderism,Japan,2021-01-31 07:34:22,10,So this is how it’s going to be now and forever is it? ONE case and we lock cities down? It’s time for the @LiberalAus party to either honour its name or give up its name. We need REAL leadership not fearful overreacting. #COVID19 #COVID https://t.co/cheCCBqTGR,[]
JNeal916,"Tennessee, USA",2021-01-31 07:33:29,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
Nadine97938090,Australia,2021-01-31 07:29:39,10,So this is how it’s going to be now and forever is it? ONE case and we lock cities down? It’s time for the @LiberalAus party to either honour its name or give up its name. We need REAL leadership not fearful overreacting. #COVID19 #COVID https://t.co/cheCCBqTGR,[]
RowdyDevarkonda,,2021-01-31 07:27:27,4,"@kishanreddybjp Garu, As u claim, 2020 growth is -8% (#ActOfGod) &amp; 2021 growth is 11.5% (#ActOfModi); which means 3.5% growth in 2 yrs (Avg. 1.75% per year)😳

Path to recession started 8 Qtrs before #Covid👇.Calling it #ActOfGod or taking refuge in Covid is deplorable🤦🏻‍♂️
@KTRTRS https://t.co/RBr2keMCOr https://t.co/3kezFCWb0Y","[{'text': 'ActOfGod', 'indices': [73, 82]}, {'text': 'ActOfModi', 'indices': [112, 122]}]"
miriwood,,2021-01-31 07:25:59,0,"#NIH study from 2012.  ""or a *deliberate* release of the #SARS #coronavirus"" #COVID #immunopathology #immunization trials.

https://t.co/48PyvC5Gpc","[{'text': 'NIH', 'indices': [0, 4]}, {'text': 'SARS', 'indices': [57, 62]}, {'text': 'coronavirus', 'indices': [63, 75]}, {'text': 'COVID', 'indices': [77, 83]}, {'text': 'immunopathology', 'indices': [84, 100]}, {'text': 'immunization', 'indices': [101, 114]}]"
ilyana_najwa,Shah Alam,2021-01-31 07:24:28,71,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
hendersonchr1s,"Edmonton, Alberta",2021-01-31 07:23:17,21,"""If we could half our cases, reduce them by 50 per cent, every five or six days then in seven weeks we can get our case number of old variants to zero:"" Biologist says 7 week lockdown required to eliminate new #COVID-19 cases. #COVID-19AB #yyc #ab #COVID
https://t.co/3aWx11blWA",[]
adam_erceg,"Perth, Western Australia",2021-01-31 07:23:12,7,"WA people whinging about lockdown, spell me! Live in Melbourne with what we went through or USA for me now. You guys haven’t even worn a mask for the entire virus! 
#blessedlife #relax #COVID #SpellMe",[]
DCoory,Australia,2021-01-31 07:21:25,10,So this is how it’s going to be now and forever is it? ONE case and we lock cities down? It’s time for the @LiberalAus party to either honour its name or give up its name. We need REAL leadership not fearful overreacting. #COVID19 #COVID https://t.co/cheCCBqTGR,"[{'text': 'COVID19', 'indices': [222, 230]}, {'text': 'COVID', 'indices': [231, 237]}]"
frida_ab,,2021-01-31 07:14:27,71,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
MorriganResists,"California, USA",2021-01-31 07:13:16,26,"I understand that people are still getting married. Life spins on, pandemic or not.

I understand the desire to celebrate milestones. It's how we claim space for our lives in a world that demands our time &amp; labor.

But superspreader-events-to-be are absolute madness.

#COVID https://t.co/ps3R1anKff https://t.co/KtmjfRz2XU",[]
JillyAW,"Arizona, USA",2021-01-31 07:03:30,0,"@PattyArquette Weird 
The Mayo clinic here isn't giving tests or #COVID vaccines 
🤔","[{'text': 'COVID', 'indices': [65, 71]}]"
ttscientific,"7140 Regal Lane, Knoxville, TN",2021-01-31 07:00:29,0,"The consequences of the #COVID-19 pandemic have been devastating; however, evidence suggests that patients with, or at risk of, #kidney #disease are disproportionally affected. Patients on dialysis and kidney #transplant recipients are at higher risk..
https://t.co/W4Tnur24dn","[{'text': 'COVID', 'indices': [24, 30]}, {'text': 'kidney', 'indices': [128, 135]}, {'text': 'disease', 'indices': [136, 144]}, {'text': 'transplant', 'indices': [209, 220]}]"
DonnaThorson,United States,2021-01-31 06:58:00,26,"I understand that people are still getting married. Life spins on, pandemic or not.

I understand the desire to celebrate milestones. It's how we claim space for our lives in a world that demands our time &amp; labor.

But superspreader-events-to-be are absolute madness.

#COVID https://t.co/ps3R1anKff https://t.co/KtmjfRz2XU",[]
RMattula,,2021-01-31 06:57:17,4,"@kishanreddybjp Garu, As u claim, 2020 growth is -8% (#ActOfGod) &amp; 2021 growth is 11.5% (#ActOfModi); which means 3.5% growth in 2 yrs (Avg. 1.75% per year)😳

Path to recession started 8 Qtrs before #Covid👇.Calling it #ActOfGod or taking refuge in Covid is deplorable🤦🏻‍♂️
@KTRTRS https://t.co/RBr2keMCOr https://t.co/3kezFCWb0Y","[{'text': 'ActOfGod', 'indices': [73, 82]}, {'text': 'ActOfModi', 'indices': [112, 122]}]"
MaheshhRam,Hyderabad,2021-01-31 06:55:39,4,"@kishanreddybjp Garu, As u claim, 2020 growth is -8% (#ActOfGod) &amp; 2021 growth is 11.5% (#ActOfModi); which means 3.5% growth in 2 yrs (Avg. 1.75% per year)😳

Path to recession started 8 Qtrs before #Covid👇.Calling it #ActOfGod or taking refuge in Covid is deplorable🤦🏻‍♂️
@KTRTRS https://t.co/RBr2keMCOr https://t.co/3kezFCWb0Y","[{'text': 'ActOfGod', 'indices': [73, 82]}, {'text': 'ActOfModi', 'indices': [112, 122]}]"
NatalieNsm,,2021-01-31 06:39:43,1,"Vaccines are not a reward for being a good citizen...or even for BEING a citizen. 
They're to stop the spread of infection amongst ALL of us. They only work well if given to (virtually) ALL of us. 
#COVID #Vaccines #PublicHealth https://t.co/4SrNZrEjDc",[]
MaureenKathleen,Calgary Alberta Canada,2021-01-31 06:37:06,21,"""If we could half our cases, reduce them by 50 per cent, every five or six days then in seven weeks we can get our case number of old variants to zero:"" Biologist says 7 week lockdown required to eliminate new #COVID-19 cases. #COVID-19AB #yyc #ab #COVID
https://t.co/3aWx11blWA",[]
maryssa_x,KL,2021-01-31 06:36:17,71,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
samiraalsenany,,2021-01-31 06:31:16,10,"Eight of 10 #COVID-19 patients had lingering symptoms 14 or more days after infection, a meta-analysis by @svillapol of Houston Methodist Research and @WeillCornell et al showed in @medrxivpreprint. By @medpagetoday @judyreports.  #LongCovid  #longhauler  
https://t.co/Fmfqjna4Vp","[{'text': 'COVID', 'indices': [30, 36]}]"
KariithiAnne,,2021-01-31 06:15:57,4,"""My Hero is You"" - download a free book in Juba Arabic, Nuer, Dinka, Bari or English. 

A book developed by children for children to help families cope with #COVID-19.
https://t.co/Q4UAatYQ4y",[]
Vonbrix,Melbourne ,2021-01-31 06:07:25,7,"WA people whinging about lockdown, spell me! Live in Melbourne with what we went through or USA for me now. You guys haven’t even worn a mask for the entire virus! 
#blessedlife #relax #COVID #SpellMe",[]
le_tired_,,2021-01-31 06:05:13,21,"""If we could half our cases, reduce them by 50 per cent, every five or six days then in seven weeks we can get our case number of old variants to zero:"" Biologist says 7 week lockdown required to eliminate new #COVID-19 cases. #COVID-19AB #yyc #ab #COVID
https://t.co/3aWx11blWA",[]
BandMomTweets,In the van,2021-01-31 06:04:44,1,Yes. I don't want a THIRD WAVE or all those VARIANTS running around!! Let's get it done! #COVID https://t.co/5OfNRmj1TL,"[{'text': 'COVID', 'indices': [107, 113]}]"
TirxieSimone,Treaty 6 & 7 Alberta,2021-01-31 06:03:26,1,Yes. I don't want a THIRD WAVE or all those VARIANTS running around!! Let's get it done! #COVID https://t.co/5OfNRmj1TL,"[{'text': 'COVID', 'indices': [89, 95]}]"
spk4whatsright,United States,2021-01-31 05:59:15,0,"@thehill NEWSFLASH: the #Covid vaccine does NOT fully immunize against any and all future #Covid infection.

The immunity that the #vaccine *DOES* provide is of substantial protection (to the vaccinated individual) against significant illness and/or death from Covid after vaccination.","[{'text': 'Covid', 'indices': [24, 30]}, {'text': 'Covid', 'indices': [90, 96]}, {'text': 'vaccine', 'indices': [131, 139]}]"
